Video,Owner,Keep video Y/N,Notes,Interesting time-ranges,Static Camera Y/N,Useful for Vanguard Y/N,Link
week_2021_08_02/2021_08_06/person_pathing_1007_0-300000.mp4,Uta,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_02/2021_08_06/person_pathing_1007_0-300000.mp4
week_2021_08_02/2021_08_06/person_pathing_1008_1199990-1499998.mp4,Uta,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_02/2021_08_06/person_pathing_1008_1199990-1499998.mp4
week_2021_08_02/2021_08_06/person_pathing_1013_1500000-1800000.mp4,Uta,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_02/2021_08_06/person_pathing_1013_1500000-1800000.mp4
week_2021_08_02/2021_08_06/person_pathing_1016_1800000-2100000.mp4,Uta,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_02/2021_08_06/person_pathing_1016_1800000-2100000.mp4
week_2021_08_02/2021_08_06/person_pathing_1016_600000-900000.mp4,Uta,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_02/2021_08_06/person_pathing_1016_600000-900000.mp4
week_2021_08_02/2021_08_06/person_pathing_1019_2100000-2400000.mp4,Uta,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_02/2021_08_06/person_pathing_1019_2100000-2400000.mp4
week_2021_08_02/2021_08_06/person_pathing_1019_2400000-2700000.mp4,Uta,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_02/2021_08_06/person_pathing_1019_2400000-2700000.mp4
week_2021_08_02/2021_08_06/person_pathing_1022_0-300000.mp4,Uta,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_02/2021_08_06/person_pathing_1022_0-300000.mp4
week_2021_08_02/2021_08_06/person_pathing_1029_1499998-1800007.mp4,Uta,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_02/2021_08_06/person_pathing_1029_1499998-1800007.mp4
week_2021_08_09/2021_08_09/person_pathing_1031_0-300000.mp4,Uta,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_09/2021_08_09/person_pathing_1031_0-300000.mp4
week_2021_08_09/2021_08_09/person_pathing_1032_300000-600000.mp4,Uta,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_09/2021_08_09/person_pathing_1032_300000-600000.mp4
week_2021_08_09/2021_08_09/person_pathing_1032_600000-900000.mp4,Uta,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_09/2021_08_09/person_pathing_1032_600000-900000.mp4
week_2021_08_09/2021_08_09/person_pathing_1036_1200000-1500000.mp4,Uta,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_09/2021_08_09/person_pathing_1036_1200000-1500000.mp4
week_2021_08_09/2021_08_09/person_pathing_1039.mp4,Uta,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_09/2021_08_09/person_pathing_1039.mp4
week_2021_08_09/2021_08_09/person_pathing_1040_0-300000.mp4,Uta,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_09/2021_08_09/person_pathing_1040_0-300000.mp4
week_2021_08_09/2021_08_09/person_pathing_1041_300000-600000.mp4,Uta,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_09/2021_08_09/person_pathing_1041_300000-600000.mp4
week_2021_08_09/2021_08_09/person_pathing_1042_600000-900000.mp4,Uta,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_09/2021_08_09/person_pathing_1042_600000-900000.mp4
week_2021_08_09/2021_08_09/person_pathing_1044_0-300000.mp4,Uta,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_09/2021_08_09/person_pathing_1044_0-300000.mp4
week_2021_08_09/2021_08_09/person_pathing_1045_1200000-1500000.mp4,Uta,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_09/2021_08_09/person_pathing_1045_1200000-1500000.mp4
week_2021_08_09/2021_08_09/person_pathing_1048_0-300000.mp4,Uta,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_09/2021_08_09/person_pathing_1048_0-300000.mp4
week_2021_08_09/2021_08_09/person_pathing_1049_600000-900000.mp4,Uta,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_09/2021_08_09/person_pathing_1049_600000-900000.mp4
week_2021_08_09/2021_08_09/person_pathing_1050_0-300000.mp4,Uta,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_09/2021_08_09/person_pathing_1050_0-300000.mp4
week_2021_08_09/2021_08_09/person_pathing_1051_300000-600000.mp4,Uta,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_09/2021_08_09/person_pathing_1051_300000-600000.mp4
week_2021_08_09/2021_08_09/person_pathing_1051_900000-1200000.mp4,Uta,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_09/2021_08_09/person_pathing_1051_900000-1200000.mp4
week_2021_08_09/2021_08_09/person_pathing_1053_0-300000.mp4,Uta,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_09/2021_08_09/person_pathing_1053_0-300000.mp4
week_2021_08_09/2021_08_09/person_pathing_1054_0-300000.mp4,Uta,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_09/2021_08_09/person_pathing_1054_0-300000.mp4
week_2021_08_09/2021_08_09/person_pathing_1061_0-300000.mp4,Uta,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_09/2021_08_09/person_pathing_1061_0-300000.mp4
week_2021_08_09/2021_08_09/person_pathing_1072_0-300000.mp4,Uta,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_09/2021_08_09/person_pathing_1072_0-300000.mp4
week_2021_08_09/2021_08_09/person_pathing_1074_599999-899999.mp4,Uta,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_09/2021_08_09/person_pathing_1074_599999-899999.mp4
week_2021_08_09/2021_08_09/person_pathing_1075_2100000-2400000.mp4,Uta,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_09/2021_08_09/person_pathing_1075_2100000-2400000.mp4
week_2021_08_09/2021_08_09/person_pathing_1077_3000000-3300000.mp4,Uta,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_09/2021_08_09/person_pathing_1077_3000000-3300000.mp4
week_2021_08_09/2021_08_09/person_pathing_1089_0-300000.mp4,Uta,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_09/2021_08_09/person_pathing_1089_0-300000.mp4
week_2021_08_09/2021_08_09/person_pathing_1089_600000-900000.mp4,Uta,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_09/2021_08_09/person_pathing_1089_600000-900000.mp4
week_2021_08_09/2021_08_09/person_pathing_1092_300000-600000.mp4,Uta,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_09/2021_08_09/person_pathing_1092_300000-600000.mp4
week_2021_08_09/2021_08_09/person_pathing_1093_0-300000.mp4,Uta,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_09/2021_08_09/person_pathing_1093_0-300000.mp4
week_2021_08_09/2021_08_09/person_pathing_1093_1200000-1500000.mp4,Uta,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_09/2021_08_09/person_pathing_1093_1200000-1500000.mp4
week_2021_08_09/2021_08_10/person_pathing_1094_0-300000.mp4,Uta,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_09/2021_08_10/person_pathing_1094_0-300000.mp4
week_2021_08_09/2021_08_10/person_pathing_1094_1200000-1500000.mp4,Uta,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_09/2021_08_10/person_pathing_1094_1200000-1500000.mp4
week_2021_08_09/2021_08_10/person_pathing_1096_900000-1200000.mp4,Uta,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_09/2021_08_10/person_pathing_1096_900000-1200000.mp4
week_2021_08_09/2021_08_10/person_pathing_1097_900000-1200000.mp4,Uta,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_09/2021_08_10/person_pathing_1097_900000-1200000.mp4
week_2021_08_09/2021_08_10/person_pathing_1098_1800000-2100000.mp4,Uta,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_09/2021_08_10/person_pathing_1098_1800000-2100000.mp4
week_2021_08_09/2021_08_10/person_pathing_1098_2400000-2700000.mp4,Uta,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_09/2021_08_10/person_pathing_1098_2400000-2700000.mp4
week_2021_08_09/2021_08_10/person_pathing_1100_2100000-2252800.mp4,Uta,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_09/2021_08_10/person_pathing_1100_2100000-2252800.mp4
week_2021_08_09/2021_08_10/person_pathing_1102_1200000-1500000.mp4,Uta,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_09/2021_08_10/person_pathing_1102_1200000-1500000.mp4
week_2021_08_09/2021_08_10/person_pathing_1103_3599996-3899996.mp4,Uta,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_09/2021_08_10/person_pathing_1103_3599996-3899996.mp4
week_2021_08_09/2021_08_10/person_pathing_1105_0-300000.mp4,Uta,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_09/2021_08_10/person_pathing_1105_0-300000.mp4
week_2021_08_09/2021_08_10/person_pathing_1105_600000-900000.mp4,Uta,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_09/2021_08_10/person_pathing_1105_600000-900000.mp4
week_2021_08_09/2021_08_10/person_pathing_1106_1500000-1800000.mp4,Uta,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_09/2021_08_10/person_pathing_1106_1500000-1800000.mp4
week_2021_08_09/2021_08_10/person_pathing_1106_300000-600000.mp4,Uta,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_09/2021_08_10/person_pathing_1106_300000-600000.mp4
week_2021_08_09/2021_08_10/person_pathing_1108_0-300000.mp4,Uta,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_09/2021_08_10/person_pathing_1108_0-300000.mp4
week_2021_08_09/2021_08_10/person_pathing_1108_1500000-1800000.mp4,Uta,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_09/2021_08_10/person_pathing_1108_1500000-1800000.mp4
week_2021_08_09/2021_08_10/person_pathing_1108_2700000-3000000.mp4,Uta,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_09/2021_08_10/person_pathing_1108_2700000-3000000.mp4
week_2021_08_09/2021_08_10/person_pathing_1114_2100000-2400000.mp4,Uta,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_09/2021_08_10/person_pathing_1114_2100000-2400000.mp4
week_2021_08_09/2021_08_10/person_pathing_1115_300000-600000.mp4,Uta,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_09/2021_08_10/person_pathing_1115_300000-600000.mp4
week_2021_08_09/2021_08_10/person_pathing_1117_0-300000.mp4,Uta,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_09/2021_08_10/person_pathing_1117_0-300000.mp4
week_2021_08_09/2021_08_10/person_pathing_1117_1200000-1500000.mp4,Uta,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_09/2021_08_10/person_pathing_1117_1200000-1500000.mp4
week_2021_08_09/2021_08_10/person_pathing_1117_2100000-2359900.mp4,Uta,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_09/2021_08_10/person_pathing_1117_2100000-2359900.mp4
week_2021_08_09/2021_08_10/person_pathing_1119_5099995-5399995.mp4,Uta,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_09/2021_08_10/person_pathing_1119_5099995-5399995.mp4
week_2021_08_09/2021_08_10/person_pathing_1119_5399995-5699994.mp4,Uta,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_09/2021_08_10/person_pathing_1119_5399995-5699994.mp4
week_2021_08_09/2021_08_10/person_pathing_1123_0-300000.mp4,Uta,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_09/2021_08_10/person_pathing_1123_0-300000.mp4
week_2021_08_09/2021_08_10/person_pathing_1126_300000-600000.mp4,Uta,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_09/2021_08_10/person_pathing_1126_300000-600000.mp4
week_2021_08_09/2021_08_10/person_pathing_1127_300000-600000.mp4,Uta,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_09/2021_08_10/person_pathing_1127_300000-600000.mp4
week_2021_08_09/2021_08_10/person_pathing_1129_1800000-2100000.mp4,Uta,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_09/2021_08_10/person_pathing_1129_1800000-2100000.mp4
week_2021_08_09/2021_08_10/person_pathing_1129_2100000-2400000.mp4,Uta,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_09/2021_08_10/person_pathing_1129_2100000-2400000.mp4
week_2021_08_09/2021_08_10/person_pathing_1129_3900000-4127761.mp4,Uta,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_09/2021_08_10/person_pathing_1129_3900000-4127761.mp4
week_2021_08_09/2021_08_10/person_pathing_1133_300000-599999.mp4,Uta,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_09/2021_08_10/person_pathing_1133_300000-599999.mp4
week_2021_08_09/2021_08_10/person_pathing_1134_899999-1199999.mp4,Uta,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_09/2021_08_10/person_pathing_1134_899999-1199999.mp4
week_2021_08_09/2021_08_10/person_pathing_1138_300000-599999.mp4,Uta,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_09/2021_08_10/person_pathing_1138_300000-599999.mp4
week_2021_08_09/2021_08_10/person_pathing_1139_900000-1200000.mp4,Uta,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_09/2021_08_10/person_pathing_1139_900000-1200000.mp4
week_2021_08_09/2021_08_10/person_pathing_1144_300000-388355.mp4,Uta,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_09/2021_08_10/person_pathing_1144_300000-388355.mp4
week_2021_08_09/2021_08_10/person_pathing_1145_300000-456756.mp4,Uta,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_09/2021_08_10/person_pathing_1145_300000-456756.mp4
week_2021_08_09/2021_08_10/person_pathing_1146_300000-360267.mp4,Uta,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_09/2021_08_10/person_pathing_1146_300000-360267.mp4
week_2021_08_09/2021_08_10/person_pathing_1147_300000-353520.mp4,Uta,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_09/2021_08_10/person_pathing_1147_300000-353520.mp4
week_2021_08_09/2021_08_10/person_pathing_1149.mp4,Uta,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_09/2021_08_10/person_pathing_1149.mp4
week_2021_08_09/2021_08_10/person_pathing_1153.mp4,Uta,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_09/2021_08_10/person_pathing_1153.mp4
week_2021_08_09/2021_08_11/person_pathing_1158_300000-599999.mp4,Uta,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_09/2021_08_11/person_pathing_1158_300000-599999.mp4
week_2021_08_09/2021_08_11/person_pathing_1160_899999-1199999.mp4,Uta,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_09/2021_08_11/person_pathing_1160_899999-1199999.mp4
week_2021_08_09/2021_08_11/person_pathing_1165_1199999-1499998.mp4,Uta,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_09/2021_08_11/person_pathing_1165_1199999-1499998.mp4
week_2021_08_09/2021_08_11/person_pathing_1165_1499998-1799998.mp4,Uta,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_09/2021_08_11/person_pathing_1165_1499998-1799998.mp4
week_2021_08_09/2021_08_11/person_pathing_1173_1200000-1500000.mp4,Uta,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_09/2021_08_11/person_pathing_1173_1200000-1500000.mp4
week_2021_08_09/2021_08_11/person_pathing_1173_600000-900000.mp4,Uta,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_09/2021_08_11/person_pathing_1173_600000-900000.mp4
week_2021_08_09/2021_08_11/person_pathing_1173_900000-1200000.mp4,Uta,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_09/2021_08_11/person_pathing_1173_900000-1200000.mp4
week_2021_08_09/2021_08_11/person_pathing_1174_1500000-1800000.mp4,Uta,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_09/2021_08_11/person_pathing_1174_1500000-1800000.mp4
week_2021_08_09/2021_08_11/person_pathing_1174_1800000-2100000.mp4,Uta,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_09/2021_08_11/person_pathing_1174_1800000-2100000.mp4
week_2021_08_09/2021_08_11/person_pathing_1174_4500000-4800000.mp4,Uta,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_09/2021_08_11/person_pathing_1174_4500000-4800000.mp4
week_2021_08_09/2021_08_11/person_pathing_1176_600000-900000.mp4,Uta,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_09/2021_08_11/person_pathing_1176_600000-900000.mp4
week_2021_08_09/2021_08_11/person_pathing_1177_1500000-1800000.mp4,Uta,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_09/2021_08_11/person_pathing_1177_1500000-1800000.mp4
week_2021_08_09/2021_08_11/person_pathing_1177_600000-900000.mp4,Uta,,,,N,,http://motion.aka.corp.amazon.com:8200//workplace/data/motion_efs/academic_datasets/person_tracking/Youtube/raw_data/vids_chunked/vid_chunks_5m_Nonep/week_2021_08_09/2021_08_11/person_pathing_1177_600000-900000.mp4
